"","X1","X","abr","precinct","address","pollname","abrprecincts","longitude","latitude","geocode_rating","clean_address"
"1337",1337,3743,"PAL","3008","1560 Kirk Rd, West Palm Beach, FL 33406","Palm Springs Middle","PAL3008",-80.10422,26.65436,"12","1560 Kirk Rd Palm Springs FL 33406"
"1338",1338,3744,"PAL","3010","275 Alemeda Dr, Palm Springs, FL 33461","Faith Presbyterian","PAL3010",-80.0952,26.64279,"0","275 Alemeda Dr Palm Springs FL 33461"
"1339",1339,3745,"PAL","3012","1901 Barbados Rd, West Palm Beach, FL 33406","Emmanuel Baptist Church","PAL3012",-80.07892,26.64997,"15","1901 Barbados Rd Lake Clarke Shores FL 33406"
"1340",1340,3746,"PAL","3014","1701 Barbados Rd, Lake Clarke Shores, FL 33406","Lake Clarke Shores Town Hall","PAL3014",-80.07684,26.64988,"0","1701 Barbados Rd Lake Clarke Shores FL 33406"
"1341",1341,3747,"PAL","3016","2341 S Military Trl, West Palm Beach, FL 33415","Community Of Hope","PAL3016",-80.11269,26.64219,"12","2341 Military Trl Lake Worth FL 33415"
"1342",1342,3748,"PAL","3018","1560 Kirk Rd, West Palm Beach, FL 33406","Palm Springs Middle","PAL3018",-80.10422,26.65436,"12","1560 Kirk Rd Palm Springs FL 33406"
"1343",1343,3749,"PAL","3020","226 Cypress Ln, Palm Springs, FL 33461","Palm Springs Village Hall","PAL3020",-80.09936,26.64076,"7","300 Cypress Ln Palm Springs FL 33461"
"1344",1344,3750,"PAL","3022","2835 Gulfstream Rd, Lake Worth, FL 33461","Oasis De Amor Baptist Church","PAL3022",-80.10076,26.63484,"9","2835 Gulfstream Rd Palm Springs FL 33461"
"1345",1345,3751,"PAL","3024","217 Cypress Ln, Palm Springs, FL 33461","Palm Springs Library","PAL3024",-80.09539,26.64217,"2","200 Cypress Ln Palm Springs FL 33461"
"1346",1346,3752,"PAL","3026","226 Cypress Ln, Palm Springs, FL 33461","Palm Springs Village Hall","PAL3026",-80.09936,26.64076,"7","300 Cypress Ln Palm Springs FL 33461"
"1347",1347,3753,"PAL","3028","226 Cypress Ln, Palm Springs, FL 33461","Palm Springs Village Hall","PAL3028",-80.09936,26.64076,"7","300 Cypress Ln Palm Springs FL 33461"
"1348",1348,3754,"PAL","3030","226 Cypress Ln, Palm Springs, FL 33461","Palm Springs Village Hall","PAL3030",-80.09936,26.64076,"7","300 Cypress Ln Palm Springs FL 33461"
"1349",1349,3755,"PAL","3032","2728 Lake Worth Rd, Lake Worth, FL 33461","Special Olympics of PBC","PAL3032",-80.08533,26.61744,"11","2717 Lake Worth Rd Palm Springs FL 33461"
"1350",1350,3756,"PAL","3034","1325 N A St, Lake Worth Beach, FL 33460","Sunlight Community Church","PAL3034",-80.0646,26.63239,"6","1325 A St Lake Worth FL 33460"
"1351",1351,3757,"PAL","3036","1325 N A St, Lake Worth Beach, FL 33460","Sunlight Community Church","PAL3036",-80.0646,26.63239,"6","1325 A St Lake Worth FL 33460"
"1352",1352,3758,"PAL","3038","1325 N A St, Lake Worth Beach, FL 33460","Sunlight Community Church","PAL3038",-80.0646,26.63239,"6","1325 A St Lake Worth FL 33460"
"1353",1353,3759,"PAL","3040","1415 N K St, Lake Worth Beach, FL 33460","1st Congregational Church","PAL3040",-80.05455,26.63248,"6","1415 K St Lake Worth FL 33460"
"1354",1354,3760,"PAL","3042","1415 N K St, Lake Worth Beach, FL 33460","1st Congregational Church","PAL3042",-80.05455,26.63248,"6","1415 K St Lake Worth FL 33460"
"1355",1355,3761,"PAL","3044","3730 Kirk Rd, Palm Springs, FL 33461","Holy Redeemer Church","PAL3044",-80.10513,26.62217,"0","3730 Kirk Rd Palm Springs FL 33461"
"1356",1356,3762,"PAL","3048","3730 Kirk Rd, Palm Springs, FL 33461","Holy Redeemer Church","PAL3048",-80.10513,26.62217,"0","3730 Kirk Rd Palm Springs FL 33461"
"1357",1357,3763,"PAL","3050","3730 Kirk Rd, Palm Springs, FL 33461","Holy Redeemer Church","PAL3050",-80.10513,26.62217,"0","3730 Kirk Rd Palm Springs FL 33461"
"1358",1358,3764,"PAL","3052","1615 Lake Ave, Lake Worth Beach, FL 33460","Our Savior Lutheran Church","PAL3052",-80.06432,26.61601,"6","1615 Lake Ave Lake Worth FL 33460"
"1359",1359,3765,"PAL","3058","1615 Lake Ave, Lake Worth Beach, FL 33460","Our Savior Lutheran Church","PAL3058",-80.06432,26.61601,"6","1615 Lake Ave Lake Worth FL 33460"
"1360",1360,3766,"PAL","3060","1615 Lake Ave, Lake Worth Beach, FL 33460","Our Savior Lutheran Church","PAL3060",-80.06432,26.61601,"6","1615 Lake Ave Lake Worth FL 33460"
"1361",1361,3767,"PAL","3062","1615 Lake Ave, Lake Worth Beach, FL 33460","Our Savior Lutheran Church","PAL3062",-80.06432,26.61601,"6","1615 Lake Ave Lake Worth FL 33460"
"1362",1362,3768,"PAL","3064","1415 N K St, Lake Worth Beach, FL 33460","1st Congregational Church","PAL3064",-80.05455,26.63248,"6","1415 K St Lake Worth FL 33460"
"1363",1363,3769,"PAL","3066","1615 Lake Ave, Lake Worth Beach, FL 33460","Our Savior Lutheran Church","PAL3066",-80.06432,26.61601,"6","1615 Lake Ave Lake Worth FL 33460"
"1364",1364,3770,"PAL","3068","100 N Palmway, Lake Worth Beach, FL 33460","St Andrews Episcopal","PAL3068",-80.05034,26.61643,"6","100 Palmway NA Lake Worth FL 33460"
"1365",1365,3771,"PAL","3070","3680 Lake Worth Rd, Lake Worth, FL 33461","Mid County Senior Center","PAL3070",-80.10105,26.61783,"0","3680 Lake Worth Rd Lake Worth FL 33461"
"1366",1366,3772,"PAL","3071","3730 Kirk Rd, Palm Springs, FL 33461","Holy Redeemer Church","PAL3071",-80.10513,26.62217,"0","3730 Kirk Rd Palm Springs FL 33461"
"1367",1367,3773,"PAL","3072","3730 Kirk Rd, Palm Springs, FL 33461","Holy Redeemer Church","PAL3072",-80.10513,26.62217,"0","3730 Kirk Rd Palm Springs FL 33461"
"1368",1368,3774,"PAL","3074","1510 High Ridge Rd, Lake Worth, FL 33461","Coastal Chapel","PAL3074",-80.07344,26.59648,"0","1510 High Ridge Rd Lake Worth FL 33461"
"1369",1369,3775,"PAL","3075","418 S Dixie Hwy, Lantana, FL 33462","Lantana Recreation Center","PAL3075",-80.05215,26.58166,"0","418 Dixie Hwy Lantana FL 33462"
"1370",1370,3776,"PAL","3076","1615 Lake Ave, Lake Worth Beach, FL 33460","Our Savior Lutheran Church","PAL3076",-80.06432,26.61601,"6","1615 Lake Ave Lake Worth FL 33460"
"1371",1371,3777,"PAL","3078","1901 12Th Ave S, Lake Worth Beach, FL 33461","Lakeside UM Church","PAL3078",-80.06992,26.60162,"11","1899 12th Ave Lake Worth FL 33461"
"1372",1372,3778,"PAL","3080","908 Lehto Ln, Lake Worth, FL 33461","American Finnish Club","PAL3080",-80.10821,26.608,"0","908 Lehto Ln Lake Worth FL 33461"
"1373",1373,3779,"PAL","3082","260 Orange Tree Dr, Atlantis, FL 33462","Atlantis City Hall","PAL3082",-80.09737,26.59565,"0","260 Orange Tree Dr Atlantis FL 33462"
"1374",1374,3780,"PAL","3084","8130 Havasu Ct, Lake Worth, FL 33467","Lakes of Sherbrooke","PAL3084",-80.17707,26.5959,"13","8130 Havasu Ct Sunshine Parkway FL 33467"
"1375",1375,3781,"PAL","3086","5200 Lyons Rd, Lake Worth, FL 33467","Woodlands Middle","PAL3086",-80.18933,26.60014,"13","5200 Lyons Rd Sunshine Parkway FL 33467"
"1376",1376,3782,"PAL","3088","5090 Haverhill Rd S, Greenacres, FL 33463","Tradewinds Middle","PAL3088",-80.12221,26.60216,"2","5090 Haverhill Rd Greenacres FL 33463"
"1377",1377,3783,"PAL","3090","5200 Lyons Rd, Lake Worth, FL 33467","Woodlands Middle","PAL3090",-80.18933,26.60014,"13","5200 Lyons Rd Sunshine Parkway FL 33467"
"1378",1378,3784,"PAL","3092","6410 Grand Lacuna Blvd, Lake Worth, FL 33467","Lacuna HOA Clubhouse","PAL3092",-80.1796,26.58383,"13","6410 Grand Lacuna Blvd Sunshine Parkway FL 33467"
"1379",1379,3785,"PAL","3094","6151 Hagen Ranch Rd, Lake Worth, FL 33467","Coral Reef Elementary","PAL3094",-80.15629,26.58525,"22","6151 Hagen Ranch Rd Boynton Beach-Delray Beach FL 33467"
"1380",1380,3786,"PAL","3096","6151 Hagen Ranch Rd, Lake Worth, FL 33467","Coral Reef Elementary","PAL3096",-80.15629,26.58525,"22","6151 Hagen Ranch Rd Boynton Beach-Delray Beach FL 33467"
"1381",1381,3787,"PAL","3098","7001 Charleston Shore Blvd, Lake Worth, FL 33467","Manatee Elementary","PAL3098",-80.15435,26.56464,"34","NA Charleston Shores Blvd Boynton Beach-Delray Beach FL 33467"
"1382",1382,3788,"PAL","3100","6400 Journeys End Blvd, Lake Worth, FL 33467","Journeys End","PAL3100",-80.14999,26.58183,"22","6400 Journeys End Blvd Boynton Beach-Delray Beach FL 33467"
"1383",1383,3789,"PAL","3102","5300 Haverhill Rd, Greenacres, FL 33463","Diamond View Elementary","PAL3102",-80.12233,26.59997,"0","5300 Haverhill Rd Greenacres FL 33463"
"1384",1384,3790,"PAL","3104","5111 Lantana Rd, Lake Worth, FL 33463","American German Club","PAL3104",-80.12602,26.58908,"0","5111 Lantana Rd Lake Worth FL 33463"
"1385",1385,3791,"PAL","3106","5111 Lantana Rd, Lake Worth, FL 33463","American German Club","PAL3106",-80.12602,26.58908,"0","5111 Lantana Rd Lake Worth FL 33463"
"1386",1386,3792,"PAL","3108","6880 Lawrence Rd, Lantana, FL 33462","Santaluces High","PAL3108",-80.10519,26.56891,"14","NA Lawrence Rd Boynton Beach FL 33462"
"1387",1387,3793,"PAL","3110","4020 Lantana Rd, Lake Worth, FL 33462","Lantana Road Branch Library","PAL3110",-80.05045,26.58661,"17","798 Lantana Rd Lantana FL 33462"
"1388",1388,3794,"PAL","3112","6300 Seminole Dr, Lantana, FL 33462","Starlight Cove Elementary","PAL3112",-80.10102,26.57976,"11","6300 Seminole Dr Seminole Manor FL 33462"
"1389",1389,3795,"PAL","3114","6880 Lawrence Rd, Lantana, FL 33462","Santaluces High","PAL3114",-80.10519,26.56891,"14","NA Lawrence Rd Boynton Beach FL 33462"
"1390",1390,3796,"PAL","3116","2116 W Lantana Rd, Lantana, FL 33462","Advent Lantana","PAL3116",-80.07033,26.58723,"6","NA Lantana Rd Lantana FL 33462"
"1391",1391,3797,"PAL","3118","2116 W Lantana Rd, Lantana, FL 33462","Advent Lantana","PAL3118",-80.07033,26.58723,"6","NA Lantana Rd Lantana FL 33462"
"1392",1392,3798,"PAL","3120","7751 Valencia Shores Dr, Lake Worth, FL 33467","Valencia Shores Social Club","PAL3120",-80.1786,26.56239,"33","7751 Valencia Shores Blvd Sunshine Parkway FL 33467"
"1393",1393,3799,"PAL","3122","9515 Boynton Beach Blvd, Boynton Beach, FL 33472","Boynton Beach Community Church","PAL3122",-80.19631,26.52783,"16","9515 Boynton Beach Blvd Sunshine Parkway FL 33472"
"1394",1394,3800,"PAL","3124","6000 Northtree Blvd, Lake Worth, FL 33463","West Boynton Park and Rec","PAL3124",-80.13998,26.56026,"22","6000 Northtree Blvd Boynton Beach-Delray Beach FL 33463"
"1395",1395,3801,"PAL","3126","9085 Hagen Ranch Rd, Boynton Beach, FL 33472","Temple Shaarei Shalom","PAL3126",-80.16383,26.54122,"23","9085 Hagan Ranch Rd Boynton Beach-Delray Beach FL 33472"
"1396",1396,3802,"PAL","3128","6000 Northtree Blvd, Lake Worth, FL 33463","West Boynton Park and Rec","PAL3128",-80.13998,26.56026,"22","6000 Northtree Blvd Boynton Beach-Delray Beach FL 33463"
"1397",1397,3803,"PAL","3130","5980 Winston Trails Blvd, Lake Worth, FL 33463","Winston Trails Swim Center","PAL3130",-80.14246,26.57984,"22","5980 Winston Trails Blvd Boynton Beach-Delray Beach FL 33463"
"1398",1398,3804,"PAL","3132","7900 Jog Rd, Lake Worth, FL 33467","Park Vista High","PAL3132",-80.14735,26.5928,"6","NA Jog Rd Lake Worth FL 33467"
"1399",1399,3805,"PAL","3133","6500 Le Chalet Blvd, Boynton Beach, FL 33472","Christa McAuliffe Middle","PAL3133",-80.13401,26.55183,"13","6500 Le Chalet Blvd Boynton Beach-Delray Beach FL 33472"
"1400",1400,3806,"PAL","3134","7685 S Military Trl, Lake Worth, FL 33463","Hidden Oaks Elementary","PAL3134",-80.11445,26.59695,"6","NA Military Trl Atlantis FL 33463"
"1401",1401,3807,"PAL","3136","3400 Hypoluxo Rd, Boynton Beach, FL 33436","Freedom Shores Elementary","PAL3136",-80.09593,26.57196,"0","3400 Hypoluxo Rd Boynton Beach FL 33436"
"1402",1402,3808,"PAL","3138","8400 Lawrence Rd, Boynton Beach, FL 33436","Citrus Cove Elementary","PAL3138",-80.10604,26.55095,"0","8400 Lawrence Rd Boynton Beach FL 33436"
"1403",1403,3809,"PAL","3140","100 Redford Dr, Boynton Beach, FL 33426","Boynton Lakes North Clubhouse","PAL3140",-80.08786,26.56647,"0","100 Redford Dr Boynton Beach FL 33426"
"1404",1404,3810,"PAL","3142","100 Redford Dr, Boynton Beach, FL 33426","Boynton Lakes North Clubhouse","PAL3142",-80.08786,26.56647,"0","100 Redford Dr Boynton Beach FL 33426"
"1405",1405,3811,"PAL","3144","3400 Hypoluxo Rd, Boynton Beach, FL 33436","Freedom Shores Elementary","PAL3144",-80.09593,26.57196,"0","3400 Hypoluxo Rd Boynton Beach FL 33436"
"1406",1406,3812,"PAL","3146","3400 Hypoluxo Rd, Boynton Beach, FL 33436","Freedom Shores Elementary","PAL3146",-80.09593,26.57196,"0","3400 Hypoluxo Rd Boynton Beach FL 33436"
"1407",1407,3813,"PAL","3148","3333 High Ridge Rd, Boynton Beach, FL 33426","Imagine Schools - Chancellor","PAL3148",-80.07518,26.5552,"5","3471 High Ridge Rd Boynton Beach FL 33426"
"1408",1408,3814,"PAL","3150","6500 Le Chalet Blvd, Boynton Beach, FL 33472","Christa McAuliffe Middle","PAL3150",-80.13401,26.55183,"13","6500 Le Chalet Blvd Boynton Beach-Delray Beach FL 33472"
"1409",1409,3815,"PAL","3152","7900 Jog Rd, Lake Worth, FL 33467","Park Vista High","PAL3152",-80.14735,26.5928,"6","NA Jog Rd Lake Worth FL 33467"
"1410",1410,3816,"PAL","3154","7050 Catania Dr, Boynton Beach, FL 33472","Ponte Vecchio Clubhouse","PAL3154",-80.15639,26.54102,"13","7050 Catania Dr Boynton Beach-Delray Beach FL 33472"
"1411",1411,3817,"PAL","3156","5700 Le Chalet Blvd, Boynton Beach, FL 33472","Aberdeen East Clubhouse","PAL3156",-80.13401,26.55183,"13","5700 Le Chalet Blvd Boynton Beach-Delray Beach FL 33472"
"1412",1412,3818,"PAL","3158","6050 Gateway Blvd, Boynton Beach, FL 33437","Crystal Lakes Elementary","PAL3158",-80.13916,26.54488,"15","NA Gateway Blvd Boynton Beach-Delray Beach FL 33437"
"1413",1413,3819,"PAL","3160","6500 Le Chalet Blvd, Boynton Beach, FL 33472","Christa McAuliffe Middle","PAL3160",-80.13401,26.55183,"13","6500 Le Chalet Blvd Boynton Beach-Delray Beach FL 33472"
"1414",1414,3820,"PAL","3162","7685 S Military Trl, Lake Worth, FL 33463","Hidden Oaks Elementary","PAL3162",-80.11445,26.59695,"6","NA Military Trl Atlantis FL 33463"
"1415",1415,3821,"PAL","3164","8400 Lawrence Rd, Boynton Beach, FL 33436","Citrus Cove Elementary","PAL3164",-80.10604,26.55095,"0","8400 Lawrence Rd Boynton Beach FL 33436"
"1416",1416,3822,"PAL","3166","31005 Jamaica Bay Dr, Boynton Beach, FL 33436","Jamaica Bay Clubhouse","PAL3166",-80.12169,26.5427,"13","31005 Jamaica Bay Dr Boynton Beach-Delray Beach FL 33436"
"1417",1417,3823,"PAL","3168","3501 N Congress Ave, Boynton Beach, FL 33426","Boynton Beach Fire Station #3","PAL3168",-80.09062,26.55619,"0","3501 Congress Ave Boynton Beach FL 33426"
"1418",1418,3824,"PAL","3170","4975 Park Ridge Blvd, Boynton Beach, FL 33426","Boynton Beach High","PAL3170",-80.08104,26.54121,"0","4975 Park Ridge Blvd Boynton Beach FL 33426"
"1419",1419,3825,"PAL","3172","4975 Park Ridge Blvd, Boynton Beach, FL 33426","Boynton Beach High","PAL3172",-80.08104,26.54121,"0","4975 Park Ridge Blvd Boynton Beach FL 33426"
"1420",1420,3826,"PAL","3174","3501 N Congress Ave, Boynton Beach, FL 33426","Boynton Beach Fire Station #3","PAL3174",-80.09062,26.55619,"0","3501 Congress Ave Boynton Beach FL 33426"
"1421",1421,3827,"PAL","3176","4975 Park Ridge Blvd, Boynton Beach, FL 33426","Boynton Beach High","PAL3176",-80.08104,26.54121,"0","4975 Park Ridge Blvd Boynton Beach FL 33426"
"1422",1422,3828,"PAL","3180","3333 High Ridge Rd, Boynton Beach, FL 33426","Imagine Schools - Chancellor","PAL3180",-80.07518,26.5552,"5","3471 High Ridge Rd Boynton Beach FL 33426"
"1423",1423,3829,"PAL","3182","3333 High Ridge Rd, Boynton Beach, FL 33426","Imagine Schools - Chancellor","PAL3182",-80.07518,26.5552,"5","3471 High Ridge Rd Boynton Beach FL 33426"
"1424",1424,3830,"PAL","3186","801 N Congress Ave, Boynton Beach, FL 33426","Christ Fellowship Church BB","PAL3186",-80.09074,26.53565,"0","801 Congress Ave Boynton Beach FL 33426"
"1425",1425,3831,"PAL","3187","801 N Congress Ave, Boynton Beach, FL 33426","Christ Fellowship Church BB","PAL3187",-80.09074,26.53565,"0","801 Congress Ave Boynton Beach FL 33426"
"1426",1426,3832,"PAL","3188","801 N Congress Ave, Boynton Beach, FL 33426","Christ Fellowship Church BB","PAL3188",-80.09074,26.53565,"0","801 Congress Ave Boynton Beach FL 33426"
"1427",1427,3833,"PAL","3190","3333 High Ridge Rd, Boynton Beach, FL 33426","Imagine Schools - Chancellor","PAL3190",-80.07518,26.5552,"5","3471 High Ridge Rd Boynton Beach FL 33426"
"1428",1428,3834,"PAL","3192","1007 Ocean Dr, Boynton Beach, FL 33426","Leisureville #1 Clubhouse","PAL3192",-80.08221,26.52453,"0","1007 Ocean Dr Boynton Beach FL 33426"
"1429",1429,3835,"PAL","3194","2615 W Woolbright Rd, Boynton Beach, FL 33436","Boynton Beach Fire Station #2","PAL3194",-80.09096,26.51327,"0","2615 Woolbright Rd Boynton Beach FL 33436"
"1430",1430,3836,"PAL","3196","2001 SW 13th Ave, Boynton Beach, FL 33426","Leisureville #3 Clubhouse","PAL3196",-80.08356,26.51623,"0","2001 13th Ave Boynton Beach FL 33426"
"1431",1431,3837,"PAL","3198","1807 SW 18Th St, Boynton Beach, FL 33426","BB Leisureville Clubhouse","PAL3198",-80.08344,26.51058,"0","1807 18th St Boynton Beach FL 33426"
"1432",1432,3838,"PAL","3200","2775 SW 14Th St, Boynton Beach, FL 33426","Golfview Harbour Clubhouse","PAL3200",-80.0882,26.5018,"0","2775 14th St Boynton Beach FL 33426"
"1433",1433,3839,"PAL","3202","2775 SW 14Th St, Boynton Beach, FL 33426","Golfview Harbour Clubhouse","PAL3202",-80.0882,26.5018,"0","2775 14th St Boynton Beach FL 33426"
"1434",1434,3840,"PAL","4002","418 S Dixie Hwy, Lantana, FL 33462","Lantana Recreation Center","PAL4002",-80.05215,26.58166,"0","418 Dixie Hwy Lantana FL 33462"
"1435",1435,3841,"PAL","4004","3577 S Ocean Blvd, South Palm Beach, FL 33480","South Palm Beach Town Hall","PAL4004",-80.03915,26.59066,"0","3577 Ocean Blvd South Palm Beach FL 33480"
"1436",1436,3842,"PAL","4006","600 S Ocean Blvd, Manalapan, FL 33462","Manalapan Town Hall","PAL4006",-80.03912,26.5795,"0","600 Ocean Blvd Manalapan FL 33462"
"1437",1437,3843,"PAL","4008","7580 S Federal Hwy, Hypoluxo, FL 33462","Hypoluxo Town Hall","PAL4008",-80.05355,26.56947,"0","7580 Federal Hwy Hypoluxo FL 33462"
"1438",1438,3844,"PAL","4010","4450 Pear Tree Cir, Boynton Beach, FL 33436","Bent Tree Villas East","PAL4010",-80.11179,26.52863,"13","4450 Pear Tree Cir Boynton Beach-Delray Beach FL 33436"
"1439",1439,3845,"PAL","4012","4685 Greentree Ln, Boynton Beach, FL 33436","Greentree Villas","PAL4012",-80.11924,26.52604,"13","4685 Greentree Ln Boynton Beach-Delray Beach FL 33436"
"1440",1440,3846,"PAL","4014","10621 El Clair Ranch Rd, Boynton Beach, FL 33437","New Church","PAL4014",-80.1392,26.51864,"13","10621 el Clair Ranch Rd Boynton Beach-Delray Beach FL 33437"
"1441",1441,3847,"PAL","4016","801 N Congress Ave, Boynton Beach, FL 33426","Christ Fellowship Church BB","PAL4016",-80.09074,26.53565,"0","801 Congress Ave Boynton Beach FL 33426"
"1442",1442,3848,"PAL","4018","3715 Golf Rd, Boynton Beach, FL 33436","Quail Ridge Business Center","PAL4018",-80.09975,26.50661,"12","3715 Golf Rd Golf FL 33436"
"1443",1443,3849,"PAL","4020","801 N Congress Ave, Boynton Beach, FL 33426","Christ Fellowship Church BB","PAL4020",-80.09074,26.53565,"0","801 Congress Ave Boynton Beach FL 33426"
"1444",1444,3850,"PAL","4022","101 S Congress Ave, Boynton Beach, FL 33426","Congress Middle","PAL4022",-80.09052,26.52414,"0","101 Congress Ave Boynton Beach FL 33426"
"1445",1445,3851,"PAL","4024","2010 N Federal Hwy, Boynton Beach, FL 33435","Harvey E Oyer Jr Park","PAL4024",-80.05632,26.54645,"0","2010 Federal Hwy Boynton Beach FL 33435"
"1446",1446,3852,"PAL","4026","500 S Federal Hwy, Boynton Beach, FL 33435","Sterling Village Aud","PAL4026",-80.05786,26.52361,"0","500 Federal Hwy Boynton Beach FL 33435"
"1447",1447,3853,"PAL","4028","6450 N Ocean Blvd, Ocean Ridge, FL 33435","Ocean Ridge Town Hall","PAL4028",-80.04788,26.53096,"0","6450 Ocean Blvd Ocean Ridge FL 33435"
"1448",1448,3854,"PAL","4030","21 Country Rd, Village Of Golf, FL 33436","Village of Golf Admin Bldg","PAL4030",-80.10218,26.50573,"11","21 Country Rd Golf FL 33436"
"1449",1449,3855,"PAL","4034","3015 S Congress Ave, Boynton Beach, FL 33426","Crosspointe Elementary","PAL4034",-80.09006,26.4982,"0","3015 Congress Ave Boynton Beach FL 33426"
"1450",1450,3856,"PAL","4036","1201 SW 3rd St, Boynton Beach, FL 33435","Forest Park Elementary","PAL4036",-80.07006,26.51774,"0","1201 3rd St Boynton Beach FL 33435"
"1451",1451,3857,"PAL","4038","5000 N Ocean Blvd, Briny Breezes, FL 33435","Briny Breezes Community Center","PAL4038",-80.0537,26.50728,"10","298 Ocean Blvd Briny Breezes FL 33435"
"1452",1452,3858,"PAL","4040","5000 N Ocean Blvd, Briny Breezes, FL 33435","Briny Breezes Community Center","PAL4040",-80.0537,26.50728,"10","298 Ocean Blvd Briny Breezes FL 33435"
